mysql> select * from budget_tache;
+-----+------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------+------------+-------------+---------------+
| id  | sous_activity_id | name                                                                                                                                                                                                                                                                                                                 | code | cost_code  | activity_id | department_id |
| 158 |               50 | Finalisation du mémorial national du Genocost à Kinshasa                                                                                                                                                                                                                                                             | NULL | RE.3.1.11  |          19 |             5 |
| 159 |               51 | Missions de faisabilité des infrastructures identifiées après consultation des communautés                                                                                                                                                                                                                           | NULL | RE.3.2.01  |          19 |             5 |
| 160 |               51 | Mission interne etude                                                                                                                                                                                                                                                                                                | NULL | RE.3.2.02  |          19 |             5 |
| 161 |               51 | Realisation / Suivi des etudes pour la construction                                                                                                                                                                                                                                                                  | NULL | RE.3.2.03  |          19 |             5 |
| 162 |               51 | Hôpital général                                                                                                                                                                                                                                                                                                      | NULL | RE.3.2.04  |          19 |             5 |
| 163 |               51 | Musée national du Genocost                                                                                                                                                                                                                                                                                           | NULL | RE.3.2.05  |          19 |             5 |
| 164 |               52 | Session de travail avec partenaires                                                                                                                                                                                                                                                                                  | NULL | RE.4.1.01  |          20 |             5 |
| 165 |               52 | Formation de l’équipe projet                                                                                                                                                                                                                                                                                         | NULL | RE.4.1.02  |          20 |             5 |
| 166 |               52 | Session d’échange d’expérience                                                                                                                                                                                                                                                                                       | NULL | RE.4.1.03  |          20 |             5 |
| 167 |               52 | Voyage d’étude de l’équipe projet                                                                                                                                                                                                                                                                                    | NULL | RE.4.1.04  |          20 |             5 |
| 168 |               52 | Mise en œuvre des activités du projet                                                                                                                                                                                                                                                                                | NULL | RE.4.1.05  |          20 |             5 |
| 169 |               53 | Cartographie des massacres et dates de commémorations                                                                                                                                                                                                                                                                | NULL | RE.4.2.01  |          20 |             5 |
| 170 |               53 | Réunions de travail avec les associations                                                                                                                                                                                                                                                                            | NULL | RE.4.2.02  |          20 |             5 |
| 171 |               53 | Appui financier et technique aux commémorations dans les régions                                                                                                                                                                                                                                                     | NULL | RE.4.2.03  |          20 |             5 |
| 172 |               54 | Activités préliminaires / Mission exploratoire                                                                                                                                                                                                                                                                       | NULL | RE.4.3.01  |          20 |             5 |
| 173 |               54 | Activités préliminaires / Session de travail avec les partenaires                                                                                                                                                                                                                                                    | NULL | RE.4.3.02  |          20 |             5 |
| 174 |               54 | Activités préliminaires / Signature des protocoles d’accord                                                                                                                                                                                                                                                          | NULL | RE.4.3.03  |          20 |             5 |
| 175 |               54 | Activités préliminaires / Signature des contrats de financement                                                                                                                                                                                                                                                      | NULL | RE.4.3.04  |          20 |             5 |
| 176 |               54 | Activités préliminaires / Cérémonie de lancement de projet                                                                                                                                                                                                                                                           | NULL | RE.4.3.05  |          20 |             5 |
| 177 |               54 | Mise en œuvre du projet                                                                                                                                                                                                                                                                                              | NULL | RE.4.3.06  |          20 |             5 |
| 178 |               54 | Missions de suivi du programme                                                                                                                                                                                                                                                                                       | NULL | RE.4.3.07  |          20 |             5 |
| 179 |               55 | Activités préliminaires / Mission exploratoire                                                                                                                                                                                                                                                                       | NULL | RE.5.1.01  |          21 |             5 |
| 180 |               55 | Activités préliminaires / Session de travail avec les partenaires                                                                                                                                                                                                                                                    | NULL | RE.5.1.02  |          21 |             5 |
| 181 |               55 | Activités préliminaires / Signature des protocoles d’accord                                                                                                                                                                                                                                                          | NULL | RE.5.1.03  |          21 |             5 |
| 182 |               55 | Activités préliminaires / Signature des contrats de financement                                                                                                                                                                                                                                                      | NULL | RE.5.1.04  |          21 |             5 |
| 183 |               55 | Activités préliminaires / Cérémonie de lancement de projet                                                                                                                                                                                                                                                           | NULL | RE.5.1.05  |          21 |             5 |
| 184 |               55 | Prise en charge médicale                                                                                                                                                                                                                                                                                             | NULL | RE.5.1.06  |          21 |             5 |
| 185 |               55 | Prise en charge psychologique                                                                                                                                                                                                                                                                                        | NULL | RE.5.1.07  |          21 |             5 |
| 186 |               55 | Prise en charge économique                                                                                                                                                                                                                                                                                           | NULL | RE.5.1.08  |          21 |             5 |
| 187 |               55 | Prise en charge des enfants                                                                                                                                                                                                                                                                                          | NULL | RE.5.1.09  |          21 |             5 |
| 188 |               55 | Missions de suivi                                                                                                                                                                                                                                                                                                    | NULL | RE.5.1.10  |          21 |             5 |
| 189 |               56 | Suivi des situations                                                                                                                                                                                                                                                                                                 | NULL | RE.5.2.01  |          21 |             5 |
| 190 |               56 | Enterrement des victimes des attaques                                                                                                                                                                                                                                                                                | NULL | RE.5.2.02  |          21 |             5 |
| 191 |               56 | Appui divers  du Fonds                                                                                                                                                                                                                                                                                               | NULL | RE.5.2.03  |          21 |             5 |
| 192 |               57 | Scans des structures médicales                                                                                                                                                                                                                                                                                       | NULL | RE.6.1.01  |          22 |             5 |
| 193 |               57 | Acquisition de matériel des cliniques mobiles à déployer                                                                                                                                                                                                                                                             | NULL | RE.6.1.02  |          22 |             5 |
| 194 |               57 | Missions de due diligence dans les 10 provinces mentionnées                                                                                                                                                                                                                                                          | NULL | RE.6.1.03  |          22 |             5 |
| 195 |               57 | Missions de discussion et de signature des protocoles d’accord et cahiers de charge avec les structures partenaires                                                                                                                                                                                                  | NULL | RE.6.1.04  |          22 |             5 |
| 196 |               58 | Formation All Staff - Plan 2026                                                                                                                                                                                                                                                                                      | NULL | RE.6.1.01  |          23 |             5 |
| 197 |               58 | Expertisation en gestion de projet - Directeur et CDs                                                                                                                                                                                                                                                                | NULL | RE.6.1.02  |          23 |             5 |
| 198 |               58 | Mise à niveau des CS sur la gestion des projets                                                                                                                                                                                                                                                                      | NULL | RE.6.1.03  |          23 |             5 |
| 199 |               58 | Formation intensive en gestion des projets des Staffs                                                                                                                                                                                                                                                                | NULL | RE.6.1.04  |          23 |             5 |
| 200 |               58 | Formation externe en processus de paix et de reconstruction post-conflit                                                                                                                                                                                                                                             | NULL | RE.6.1.05  |          23 |             5 |
| 201 |               58 | Principes guidant le travail avec les victimes                                                                                                                                                                                                                                                                       | NULL | RE.6.1.06  |          23 |             5 |
| 202 |               58 | Suivi et évaluation des programmes de réparations                                                                                                                                                                                                                                                                    | NULL | RE.6.1.07  |          23 |             5 |
| 203 |               58 | Mise s à niveau sur : la réinsertion socio-économique, l'accompagnement psychosocial, PSEAH, le travail avec les enfants                                                                                                                                                                                             | NULL | RE.6.1.08  |          23 |             5 |
| 204 |               59 | Appuie en ressources humaines (CDD)                                                                                                                                                                                                                                                                                  | NULL | RE.6.2.01  |          23 |             5 |
| 205 |               60 | Débriefing annuel et préparation de l'année avec la Coordination                                                                                                                                                                                                                                                     | NULL | RE.6.3.01  |          23 |             5 |
| 206 |               60 | Sessions de travail sur les programmes de réparations, les outils et plans de suivi des programmes                                                                                                                                                                                                                   | NULL | RE.6.3.02  |          23 |             5 |
| 207 |               61 | Rencontres des partenaires de mise en œuvre du FONAREV                                                                                                                                                                                                                                                               | NULL | RE.6.4.01  |          23 |             5 |
| 208 |               61 | Débriefing avec les partenaires en provinces                                                                                                                                                                                                                                                                         | NULL | RE.6.4.02  |          23 |             5 |
| 209 |               61 | Finalisation et dissémination du Guide des bonnes pratiques issues des expériences de réparations                                                                                                                                                                                                                    | NULL | RE.6.4.03  |          23 |             5 |
| 210 |               61 | Recrutement des consultants en vue du suivi et évaluation des programmes de réparations                                                                                                                                                                                                                              | NULL | RE.6.4.04  |          23 |             5 |
| 211 |               61 | Acquisition du matériel de travail (Plateforme de suivi : Lecteurs, tablettes, etc.)                                                                                                                                                                                                                                 | NULL | RE.6.4.05  |          23 |             5 |
| 212 |               62 | Réalisation d’une mission terrain pour captation                                                                                                                                                                                                                                                                     | NULL | CO.1.1.01  |          24 |             6 |
| 213 |               63 | Création et montage de contenus visuels et éditoriaux (vidéos, capsules, articles, infographies) destinés à l’information, la sensibilisation et la valorisation institutionnelle.                                                                                                                                   | NULL | CO.1.2.02  |          24 |             6 |
| 214 |               63 | Recrutement                                                                                                                                                                                                                                                                                                          | NULL | CO.1.2.03  |          24 |             6 |
| 215 |               64 | Renforcement de la portée numérique des contenus via achat d’espaces publicitaires, diffusion sponsorisée et amplification sur réseaux sociaux ciblés.                                                                                                                                                               | NULL | CO.2.1.01  |          25 |             6 |
| 216 |               65 | Mobilisation d’un réseau structuré d’influenceurs et relais digitaux                                                                                                                                                                                                                                                 | NULL | CO.2.2.02  |          25 |             6 |
| 217 |               66 | Vérification officielle des plateformes numériques                                                                                                                                                                                                                                                                   | NULL | CO.2.3.03  |          25 |             6 |
| 218 |               67 | Acquisition ou renouvellement des licences professionnelles nécessaires aux outils de création, de  gestion, montage, monitoring et reporting digital.                                                                                                                                                               | NULL | CO.2.4.04  |          25 |             6 |
| 219 |               68 | Mise en place d’une agence chargée de la diffusion mensuelle de la newsletter institutionnelle destinée aux parties prenantes nationales et internationales.                                                                                                                                                         | NULL | CO.3.1.01  |          26 |             6 |
| 220 |               69 | Organisation d’un déplacement terrain accompagné des ambassadeurs officiels                                                                                                                                                                                                                                          | NULL | CO.4.1.01  |          27 |             6 |
| 221 |               70 | Soutien des actions, interventions et productions médiatiques impliquant les ambassadeurs.                                                                                                                                                                                                                           | NULL | CO.4.2.02  |          27 |             6 |
| 222 |               71 | Contrats des conventions de collaboration avec les ambassadeurs.                                                                                                                                                                                                                                                     | NULL | CO.4.3.03  |          27 |             6 |
| 223 |               72 | Tournages vidéo, enregistrement de messages, voix-off ou autres productions audiovisuelles en format podcasts.                                                                                                                                                                                                       | NULL | CO.5.1.01  |          28 |             6 |
| 224 |               73 | Organisation d’une session de présentation officielle des résultats, actions menées et perspectives du FONAREV à destination des médias.                                                                                                                                                                             | NULL | CO.6.1.01  |          29 |             6 |
| 225 |               74 | Organisation d’un déplacement terrain pour journalistes nationaux et internationaux afin de documenter et médiatiser les activités du Fonds.                                                                                                                                                                         | NULL | CO.7.1.01  |          30 |             6 |
| 226 |               75 | Rencontre stratégique avec la presse étrangère                                                                                                                                                                                                                                                                       | NULL | CO.7.2.02  |          30 |             6 |
| 227 |               76 | Mission ciblée visant à informer, outiller et engager les leaders communautaires, religieux, politiques ou traditionnels autour du processus de réparations.                                                                                                                                                         | NULL | CO.8.1.01  |          31 |             6 |
| 228 |               77 | Session d’information destinée aux victimes locales                                                                                                                                                                                                                                                                  | NULL | CO.9.1.01  |          32 |             6 |
| 229 |               78 | Production du rapport d'activités
2024-2025                                                                                                                                                                                                                                                                         | NULL | CO.10.1.01 |          33 |             6 |
| 230 |               79 | Distribution du rapport d'activités auprès des
partenaires                                                                                                                                                                                                                                                          | NULL | CO.10.2.02 |          33 |             6 |
| 231 |               80 | Organisation d'un side event stratégique à la DRC Mining Week                                                                                                                                                                                                                                                        | NULL | CO.11.1.01 |          34 |             6 |
| 232 |               81 | Production et diffusion d’un spot institutionnel en plusieurs langues nationales et internationales via TV, radio et plateformes digitales.                                                                                                                                                                          | NULL | CO.12.1.01 |          35 |             6 |
| 233 |               82 | Participation financière ou partenariat visuel pour accroître la visibilité du FONAREV                                                                                                                                                                                                                               | NULL | CO.13.1.01 |          36 |             6 |
| 234 |               83 | Festival International du Film sur les Droits Humains (FIFDH) / Genève Suisse                                                                                                                                                                                                                                        | NULL | CO.14.1.01 |          37 |             6 |
| 235 |               84 | Forum Africain des Survivants de Violences Basées sur le Genre et Conflits / Kenya                                                                                                                                                                                                                                   | NULL | CO.14.2.02 |          37 |             6 |
| 236 |               85 | Conférence Internationale sur les Droits de l’Homme – ONU / Genève                                                                                                                                                                                                                                                   | NULL | CO.14.3.03 |          37 |             6 |
| 237 |               86 | Assurer la visibilité nationale et internationale des actions du FONAREV à travers des diffusions médias multicanales (TV, radios, presse, journaux, ), la conclusion de partenariats médiatiques stratégiques, l’activation des radios communautaires et le suivi analytique des retombées de communication         | NULL | CO.15.1.01 |          38 |             6 |
| 238 |               87 | Couverture national- Diffusions contenus (spots,capsules,pages magazines, presse écrite)                                                                                                                                                                                                                             | NULL | CO.15.1.02 |          38 |             6 |
| 239 |               88 | Couverture internationale (spots,capsules,pages magazines, presse écrite)                                                                                                                                                                                                                                            | NULL | CO.15.1.03 |          38 |             6 |
| 240 |               89 | Contrat avec médias                                                                                                                                                                                                                                                                                                  | NULL | CO.15.1.04 |          38 |             6 |
| 241 |               90 | Radios communautaires (Recrutement Agence)                                                                                                                                                                                                                                                                           | NULL | CO.15.1.05 |          38 |             6 |
| 242 |               91 | Monitoring                                                                                                                                                                                                                                                                                                           | NULL | CO.15.1.01 |          38 |             6 |
| 243 |               92 | Conception visuels, recrutement agence et aménagement                                                                                                                                                                                                                                                                | NULL | CO.16.1.01 |          39 |             6 |
| 244 |               93 | Produire, diffuser et valoriser des contenus                                                                                                                                                                                                                                                                         | NULL | CO.25.1.01 |          40 |             6 |
| 245 |               94 | Organiser  des sessions de formation niveau National                                                                                                                                                                                                                                                                 | NULL | CO.26.1.01 |          41 |             6 |
| 246 |               94 | Organiser  des sessions de formation niveau International                                                                                                                                                                                                                                                            | NULL | CO.26.2.02 |          41 |             6 |
| 247 |               95 | Élaboration et mise en œuvre du plan d’action annuel du FONAREV                                                                                                                                                                                                                                                      | NULL | DG.1.1.01  |          42 |             7 |
| 248 |               96 | Supervision et coordination des directions centrales et provinciales                                                                                                                                                                                                                                                 | NULL | DG.1.2.01  |          42 |             7 |
| 249 |               97 | Réunions de coordination interne, planification et rapports de performance                                                                                                                                                                                                                                           | NULL | DG.1.3.01  |          42 |             7 |
| 250 |               98 | Suivi de la mise en œuvre des politiques publiques liées aux réparations                                                                                                                                                                                                                                             | NULL | DG.1.4.01  |          42 |             7 |
| 251 |               99 | Représentation du FONAREV auprès des ministères, PTF, et institutions internationales (ONU, CPI, UA, CIAVAR, etc.)                                                                                                                                                                                                   | NULL | DG.2.1.01  |          43 |             7 |
| 252 |              100 | Rencontres officielles, participation aux forums, conférences et sommets                                                                                                                                                                                                                                             | NULL | DG.2.2.01  |          43 |             7 |
| 253 |              101 | Signature et suivi des conventions, partenariats et protocoles d’accord                                                                                                                                                                                                                                              | NULL | DG.2.3.01  |          43 |             7 |
| 254 |              102 | Communication stratégique du DG et DGA (messages officiels, discours, communiqués)                                                                                                                                                                                                                                   | NULL | DG.2.4.01  |          43 |             7 |
| 255 |              103 | Contrôle de la mise en œuvre des programmes et projets du FONAREV                                                                                                                                                                                                                                                    | NULL | DG.3.1.01  |          44 |             7 |
| 256 |              104 | Analyse des rapports d’activités, consolidation des indicateurs de performance                                                                                                                                                                                                                                       | NULL | DG.3.2.01  |          44 |             7 |
| 257 |              105 | Coordination de l’innovation institutionnelle et amélioration continue                                                                                                                                                                                                                                               | NULL | DG.3.3.01  |          44 |             7 |
| 258 |              106 | Suivi des recommandations d’audit et gestion de la qualité organisationnelle                                                                                                                                                                                                                                         | NULL | DG.3.4.01  |          44 |             7 |
| 259 |              107 | Organisation des sessions ordinaires et extraordinaires du CA                                                                                                                                                                                                                                                        | NULL | CA.1.1.01  |          45 |             8 |
| 260 |              108 | Préparation des ordres du jour, PV, rapports et délibérations                                                                                                                                                                                                                                                        | NULL | CA.1.2.01  |          45 |             8 |
| 261 |              109 | Indemnités, jetons de présence et frais de participation des membres                                                                                                                                                                                                                                                 | NULL | CA.1.3.01  |          45 |             8 |
| 262 |              110 | Appui administratif, logistique et location de salles                                                                                                                                                                                                                                                                | NULL | CA.1.4.01  |          45 |             8 |
| 263 |              111 | Voyages, déplacements et per diem liés aux activités du Conseil                                                                                                                                                                                                                                                      | NULL | CA.1.5.01  |          45 |             8 |
| 264 |              112 | Examen et approbation du budget, du plan d’action et des rapports annuels du FONAREV                                                                                                                                                                                                                                 | NULL | CA.2.1.01  |          46 |             8 |
| 265 |              113 | Suivi de la mise en œuvre des décisions du Conseil                                                                                                                                                                                                                                                                   | NULL | CA.2.2.01  |          46 |             8 |
| 266 |              114 | Supervision de la gouvernance, conformité et audits internes                                                                                                                                                                                                                                                         | NULL | CA.2.3.01  |          46 |             8 |
| 267 |              115 | Sessions de renforcement des capacités et échanges institutionnels (partenaires, CPI, ONU, CIAVAR, etc.)                                                                                                                                                                                                             | NULL | CA.2.4.01  |          46 |             8 |
| 268 |              116 | Preparation budgétaires                                                                                                                                                                                                                                                                                              | NULL | FI.1.1.01  |          47 |             9 |
| 269 |              117 | Acquisition d'outil de suivi budgétaire                                                                                                                                                                                                                                                                              | NULL | FI.1.2.01  |          47 |             9 |
| 270 |              118 | Préparation et validation des états financiers                                                                                                                                                                                                                                                                       | NULL | FI.2.1.01  |          48 |             9 |
| 271 |              119 | Inventaires des immobilisations                                                                                                                                                                                                                                                                                      | NULL | FI.2.2.01  |          48 |             9 |
| 272 |              120 | Fonctionnement courant                                                                                                                                                                                                                                                                                               | NULL | FI.3.1.01  |          49 |             9 |
| 273 |              120 | Location de bureau et Autres                                                                                                                                                                                                                                                                                         | NULL | FI.3.1.02  |          49 |             9 |
