mysql> select * from budget_tache;
+-----+------------------+----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+------+------------+-------------+---------------+
| id  | sous_activity_id | name                                                                                                                                                                                                                                                                                                                 | code | cost_code  | activity_id | department_id |
| 608 |              275 | 10                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         122 |          NULL |
| 609 |              275 | 11                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         122 |          NULL |
| 610 |              275 | 12                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         122 |          NULL |
| 611 |              275 | 13                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         122 |          NULL |
| 612 |              275 | 14                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         122 |          NULL |
| 613 |              286 | 02                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         133 |          NULL |
| 614 |              286 | 03                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         133 |          NULL |
| 615 |              286 | 04                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         133 |          NULL |
| 616 |              286 | 05                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         133 |          NULL |
| 617 |              286 | 06                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         133 |          NULL |
| 618 |              286 | 07                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         133 |          NULL |
| 619 |              273 | 11                                                                                                                                                                                                                                                                                                                   | NULL | NULL       |         120 |          NULL |
| 620 |              317 | Capex                                                                                                                                                                                                                                                                                                                | 01   | CX.1.1.01  |         144 |            22 |
| 621 |              318 | Autres nouvelles garanties                                                                                                                                                                                                                                                                                           | NULL | NULL       |        NULL |          NULL |
| 622 |              318 | Loyer Kinshasa                                                                                                                                                                                                                                                                                                       | NULL | NULL       |        NULL |          NULL |
| 623 |              318 | Loyer Goma                                                                                                                                                                                                                                                                                                           | NULL | NULL       |        NULL |          NULL |
| 624 |              318 | Loyer Bukavu                                                                                                                                                                                                                                                                                                         | NULL | NULL       |        NULL |          NULL |
| 625 |              318 | Loyer Lubumbashi                                                                                                                                                                                                                                                                                                     | NULL | NULL       |        NULL |          NULL |
| 626 |              318 | Loyer Kolwezi                                                                                                                                                                                                                                                                                                        | NULL | NULL       |        NULL |          NULL |
| 627 |              318 | Loyer Bunia                                                                                                                                                                                                                                                                                                          | NULL | NULL       |        NULL |          NULL |
| 628 |              318 | Loyer Kasaï                                                                                                                                                                                                                                                                                                          | NULL | NULL       |        NULL |          NULL |
| 629 |              318 | Loyer Kongo Central                                                                                                                                                                                                                                                                                                  | NULL | NULL       |        NULL |          NULL |
| 630 |              318 | Loyer Tshopo                                                                                                                                                                                                                                                                                                         | NULL | NULL       |        NULL |          NULL |
| 631 |              318 | Loyer Bandundu                                                                                                                                                                                                                                                                                                       | NULL | NULL       |        NULL |          NULL |
| 632 |              319 | Goma                                                                                                                                                                                                                                                                                                                 | NULL | NULL       |        NULL |          NULL |
| 633 |              319 | Bukavu                                                                                                                                                                                                                                                                                                               | NULL | NULL       |        NULL |          NULL |
| 634 |              319 | Lubumbashi                                                                                                                                                                                                                                                                                                           | NULL | NULL       |        NULL |          NULL |
| 635 |              319 | Kolwezi                                                                                                                                                                                                                                                                                                              | NULL | NULL       |        NULL |          NULL |
| 636 |              319 | Bunia                                                                                                                                                                                                                                                                                                                | NULL | NULL       |        NULL |          NULL |
| 637 |              319 | Kasaï                                                                                                                                                                                                                                                                                                                | NULL | NULL       |        NULL |          NULL |
| 638 |              319 | Kongo Central                                                                                                                                                                                                                                                                                                        | NULL | NULL       |        NULL |          NULL |
| 639 |              319 | Tshopo                                                                                                                                                                                                                                                                                                               | NULL | NULL       |        NULL |          NULL |
| 640 |              319 | Bandundu                                                                                                                                                                                                                                                                                                             | NULL | NULL       |        NULL |          NULL |
| 641 |              298 | Dépôts NP                                                                                                                                                                                                                                                                                                            | NULL | NULL       |        NULL |          NULL |
| 642 |              298 | Supervision                                                                                                                                                                                                                                                                                                          | NULL | NULL       |        NULL |          NULL |
| 643 |              298 | Réconciliation                                                                                                                                                                                                                                                                                                       | NULL | NULL       |        NULL |          NULL |
| 644 |              299 | Acquisition du logiciel spécialisé de modélisation financière                                                                                                                                                                                                                                                        | NULL | NULL       |        NULL |          NULL |
| 645 |              358 | Logiciels                                                                                                                                                                                                                                                                                                            | 01   | CX.3.1.01  |         278 |            22 |
| 646 |              359 | Terrain + Construction                                                                                                                                                                                                                                                                                               | 01   | CX.1.1.01  |         279 |            22 |
| 647 |              360 | Constructions administratives                                                                                                                                                                                                                                                                                        | 01   | CX.5.1.01  |         280 |            22 |
| 648 |              361 | Constructions sociales (écoles, hôpitaux, etc.)                                                                                                                                                                                                                                                                      | 02   | CX.5.1.02  |         281 |            22 |
| 649 |              362 | Constructions mémorielles et monuments                                                                                                                                                                                                                                                                               | 03   | CX.5.1.03  |         282 |            22 |
| 650 |              363 | Installations techniques, matériel et outillage                                                                                                                                                                                                                                                                      | 01   | CX.6.1.01  |         283 |            22 |
| 651 |              364 | Matériel de transport                                                                                                                                                                                                                                                                                                | 01   | CX.7.1.01  |         284 |            22 |
| 652 |              365 | Mobilier et matériel de bureau                                                                                                                                                                                                                                                                                       | 01   | CX.8.1.01  |         285 |            22 |
| 653 |              366 | Achat et Installation des serveurs, unités de stoc...                                                                                                                                                                                                                                                                | 01   | CX.4.6.01  |         286 |            22 |
| 654 |              367 | Autres immobilisations corporelles diverses                                                                                                                                                                                                                                                                          | 01   | CX.4.7.01  |         287 |            22 |
| 655 |              368 | Matériels et équipements                                                                                                                                                                                                                                                                                             | 01   | CX.2.1.01  |         288 |            22 |
| 656 |              369 | Achat de matériel réseau : switches, routeurs, câb...                                                                                                                                                                                                                                                                | 01   | CX.3.2.01  |         289 |            22 |
| 657 |              370 | Achat de NAS, serveurs de stockage, licences OneDr...                                                                                                                                                                                                                                                                | 01   | CX.3.3.01  |         290 |            22 |
| 658 |              371 | Acquisition des licences logicielles associés.                                                                                                                                                                                                                                                                       | 01   | CX.3.4.01  |         291 |            22 |
| 659 |              372 | Achat de postes de travail, ordinateurs portables....                                                                                                                                                                                                                                                                | 01   | CX.4.1.01  |         292 |            22 |
| 660 |              373 | Acquisition des services d'hébergement (serveurs v...                                                                                                                                                                                                                                                                | 01   | CX.4.2.01  |         293 |            22 |
| 661 |              374 | Acquérir les licences logicielles et équipements a...                                                                                                                                                                                                                                                                | 01   | CX.4.3.01  |         294 |            22 |
| 662 |              375 | Acquisition des licences logicielles associés.                                                                                                                                                                                                                                                                       | 01   | CX.4.4.01  |         295 |            22 |
| 663 |              376 | Matériels LUC                                                                                                                                                                                                                                                                                                        | 01   | CX.4.5.01  |         296 |            22 |
| 694 |              418 | Renumeration                                                                                                                                                                                                                                                                                                         | NULL | FI.0.0.01  |        NULL |             9 |
| 695 |              318 | Loyer Kinshasa                                                                                                                                                                                                                                                                                                       | NULL | FI.3.2.02  |        NULL |             9 |
| 696 |              318 | Loyer Goma                                                                                                                                                                                                                                                                                                           | NULL | FI.3.2.03  |        NULL |             9 |
| 697 |              318 | Loyer Bukavu                                                                                                                                                                                                                                                                                                         | NULL | FI.3.2.04  |        NULL |             9 |
| 698 |              318 | Loyer Lubumbashi                                                                                                                                                                                                                                                                                                     | NULL | FI.3.2.05  |        NULL |             9 |
| 699 |              318 | Loyer Kolwezi                                                                                                                                                                                                                                                                                                        | NULL | FI.3.2.06  |        NULL |             9 |
| 700 |              318 | Loyer Bunia                                                                                                                                                                                                                                                                                                          | NULL | FI.3.2.07  |        NULL |             9 |
| 701 |              318 | Loyer Kasaï                                                                                                                                                                                                                                                                                                          | NULL | FI.3.2.08  |        NULL |             9 |
| 702 |              318 | Loyer Kongo Central                                                                                                                                                                                                                                                                                                  | NULL | FI.3.2.09  |        NULL |             9 |
| 703 |              318 | Loyer Tshopo                                                                                                                                                                                                                                                                                                         | NULL | FI.3.2.10  |        NULL |             9 |
| 704 |              318 | Loyer Bandundu                                                                                                                                                                                                                                                                                                       | NULL | FI.3.2.11  |        NULL |             9 |
| 705 |              319 | Bukavu                                                                                                                                                                                                                                                                                                               | NULL | FI.3.3.02  |        NULL |             9 |
| 706 |              319 | Lubumbashi                                                                                                                                                                                                                                                                                                           | NULL | FI.3.3.03  |        NULL |             9 |
| 707 |              319 | Kolwezi                                                                                                                                                                                                                                                                                                              | NULL | FI.3.3.04  |        NULL |             9 |
| 708 |              319 | Bunia                                                                                                                                                                                                                                                                                                                | NULL | FI.3.3.05  |        NULL |             9 |
| 709 |              319 | Kasaï                                                                                                                                                                                                                                                                                                                | NULL | FI.3.3.06  |        NULL |             9 |
| 710 |              319 | Kongo Central                                                                                                                                                                                                                                                                                                        | NULL | FI.3.3.07  |        NULL |             9 |
| 711 |              319 | Tshopo                                                                                                                                                                                                                                                                                                               | NULL | FI.3.3.08  |        NULL |             9 |
| 712 |              319 | Bandundu                                                                                                                                                                                                                                                                                                             | NULL | FI.3.3.09  |        NULL |             9 |
| 720 |              426 | Renumeration                                                                                                                                                                                                                                                                                                         | NULL | FI.0.0.01  |        NULL |            22 |
| 721 |              427 | Preparation budgétaires                                                                                                                                                                                                                                                                                              | NULL | FI.1.1.01  |        NULL |            22 |
| 722 |              428 | Acquisition d'outil de suivi budgétaire                                                                                                                                                                                                                                                                              | NULL | FI.1.2.01  |        NULL |            22 |
| 723 |              429 | Préparation et validation des états financiers                                                                                                                                                                                                                                                                       | NULL | FI.2.1.01  |        NULL |            22 |
| 724 |              430 | Inventaires des immobilisations                                                                                                                                                                                                                                                                                      | NULL | FI.2.2.01  |        NULL |            22 |
| 725 |              431 | Fonctionnement courant                                                                                                                                                                                                                                                                                               | NULL | FI.3.1.01  |        NULL |            22 |
| 726 |              431 | Location de bureau et Autres                                                                                                                                                                                                                                                                                         | NULL | FI.3.1.02  |        NULL |            22 |
| 727 |              431 | Approvisionnement des coordinations                                                                                                                                                                                                                                                                                  | NULL | FI.3.1.03  |        NULL |            22 |
| 728 |              432 | Autres nouvelles garanties                                                                                                                                                                                                                                                                                           | NULL | FI.3.2.01  |        NULL |            22 |
| 729 |              432 | Loyer Kinshasa                                                                                                                                                                                                                                                                                                       | NULL | FI.3.2.02  |        NULL |            22 |
| 730 |              432 | Loyer Goma                                                                                                                                                                                                                                                                                                           | NULL | FI.3.2.03  |        NULL |            22 |
| 731 |              432 | Loyer Bukavu                                                                                                                                                                                                                                                                                                         | NULL | FI.3.2.04  |        NULL |            22 |
| 732 |              432 | Loyer Lubumbashi                                                                                                                                                                                                                                                                                                     | NULL | FI.3.2.05  |        NULL |            22 |
| 733 |              432 | Loyer Kolwezi                                                                                                                                                                                                                                                                                                        | NULL | FI.3.2.06  |        NULL |            22 |
| 734 |              432 | Loyer Bunia                                                                                                                                                                                                                                                                                                          | NULL | FI.3.2.07  |        NULL |            22 |
| 735 |              432 | Loyer Kasaï                                                                                                                                                                                                                                                                                                          | NULL | FI.3.2.08  |        NULL |            22 |
| 736 |              432 | Loyer Kongo Central                                                                                                                                                                                                                                                                                                  | NULL | FI.3.2.09  |        NULL |            22 |
| 737 |              432 | Loyer Tshopo                                                                                                                                                                                                                                                                                                         | NULL | FI.3.2.10  |        NULL |            22 |
| 738 |              432 | Loyer Bandundu                                                                                                                                                                                                                                                                                                       | NULL | FI.3.2.11  |        NULL |            22 |
| 739 |              433 | Goma                                                                                                                                                                                                                                                                                                                 | NULL | FI.3.3.01  |        NULL |            22 |
| 740 |              433 | Bukavu                                                                                                                                                                                                                                                                                                               | NULL | FI.3.3.02  |        NULL |            22 |
| 741 |              433 | Lubumbashi                                                                                                                                                                                                                                                                                                           | NULL | FI.3.3.03  |        NULL |            22 |
| 742 |              433 | Kolwezi                                                                                                                                                                                                                                                                                                              | NULL | FI.3.3.04  |        NULL |            22 |
| 743 |              433 | Bunia                                                                                                                                                                                                                                                                                                                | NULL | FI.3.3.05  |        NULL |            22 |
| 744 |              433 | Kasaï                                                                                                                                                                                                                                                                                                                | NULL | FI.3.3.06  |        NULL |            22 |
| 745 |              433 | Kongo Central                                                                                                                                                                                                                                                                                                        | NULL | FI.3.3.07  |        NULL |            22 |
| 746 |              433 | Tshopo                                                                                                                                                                                                                                                                                                               | NULL | FI.3.3.08  |        NULL |            22 |
| 747 |              433 | Bandundu                                                                                                                                                                                                                                                                                                             | NULL | FI.3.3.09  |        NULL |            22 |
| 748 |              434 | Organiser l'audit des comptes                                                                                                                                                                                                                                                                                        | NULL | FI.4.1.01  |        NULL |            22 |
| 749 |              435 | Suivi fiscal                                                                                                                                                                                                                                                                                                         | NULL | FI.4.2.01  |        NULL |            22 |
| 750 |              436 | Formation des équipes _                                                                                                                                                                                                                                                                                              | NULL | FI.5.1.01  |        NULL |            22 |
| 751 |              437 | Dépôts des NP                                                                                                                                                                                                                                                                                                        | NULL | FI.6.1.01  |        NULL |            22 |
| 752 |              438 | Supervisions terrains                                                                                                                                                                                                                                                                                                | NULL | FI.6.2.01  |        NULL |            22 |
| 753 |              439 | Réconciliation avec les parties prenantes                                                                                                                                                                                                                                                                            | NULL | FI.6.3.01  |        NULL |            22 |
| 754 |              440 | Déclenchement procédures de recouvrement forcé                                                                                                                                                                                                                                                                       | NULL | FI.6.4.01  |        NULL |            22 |
| 755 |              440 | Démarche de collaboration avec la DGRAD                                                                                                                                                                                                                                                                              | NULL | FI.6.4.02  |        NULL |            22 |
| 756 |              441 | Participation à la mining Week                                                                                                                                                                                                                                                                                       | NULL | FI.6.5.01  |        NULL |            22 |
| 757 |              442 | Collaboration avec le ministère des finances et l'ARCA                                                                                                                                                                                                                                                               | NULL | FI.7.1.01  |        NULL |            22 |
| 758 |              443 | Collaboration avec le ministère de l'environnement                                                                                                                                                                                                                                                                   | NULL | FI.7.2.01  |        NULL |            22 |
| 759 |              444 | Suivi portefeuille des investissements                                                                                                                                                                                                                                                                               | NULL | FI.8.1.01  |        NULL |            22 |
| 760 |              445 | Mission de prospection                                                                                                                                                                                                                                                                                               | NULL | FI.8.2.01  |        NULL |            22 |
